"YEAR","CIRI","COW","DISAP","KILL","POLPRIS","TORT","Amnesty","State","hathaway","ITT","genocide","rummel","massive_repression","executions","killing","latentmean","latentsd"
1956,NA,850,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,-0.104953998715828,0.409432186840109
1957,NA,850,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,-0.171933609027896,0.39244858671152
1958,NA,850,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,-0.258602966643726,0.37333848463503
1959,NA,850,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,-0.367914625512481,0.350405069978277
1960,NA,850,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,-0.512176545109168,0.326414940308732
1961,NA,850,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,-0.633237363595322,0.303259434211591
1962,NA,850,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,-0.81986553865175,0.280933371626196
1963,NA,850,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,-1.03652868870787,0.26363074932297
1964,NA,850,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,-1.35243384830044,0.251257049282107
1965,NA,850,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,-1.95652639507147,0.235381722261197
1966,NA,850,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,NA,-2.05397123243768,0.23497785517281
1967,NA,850,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,NA,-1.79381160417528,0.234391812100797
1968,NA,850,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,NA,-1.66744258137646,0.240266492596381
1969,NA,850,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,-1.58533966319614,0.243905358677604
1970,NA,850,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,NA,-1.56694785660127,0.246281674960473
1971,NA,850,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,-1.53852292161304,0.24704166826443
1972,NA,850,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,-1.55359080579329,0.24603898687901
1973,NA,850,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,-1.62208849487199,0.240873227867385
1974,NA,850,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,-1.77749786066098,0.23489643012971
1975,NA,850,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,NA,-2.12256742969931,0.234884965633483
1976,NA,850,NA,NA,NA,NA,4,3,NA,NA,1,1,1,0,NA,-2.16992590878916,0.223359097504925
1977,NA,850,NA,NA,NA,NA,4,4,NA,NA,1,1,1,0,NA,-2.24889209323866,0.226263511055567
1978,NA,850,NA,NA,NA,NA,4,3,NA,NA,1,1,1,0,NA,-2.18210740872618,0.221496089048648
1979,NA,850,NA,NA,NA,NA,3,3,NA,NA,1,1,1,0,NA,-2.10445109506551,0.219978116697578
1980,NA,850,NA,NA,NA,NA,4,3,NA,NA,1,1,1,0,NA,-2.11424449689685,0.217084046226835
1981,338,850,1,0,0,1,5,3,NA,NA,1,1,1,0,NA,-2.08576858161657,0.210929581646296
1982,338,850,2,0,1,1,4,3,NA,NA,1,1,1,0,NA,-1.97300644396363,0.204714785511647
1983,338,850,1,1,1,1,4,3,NA,NA,1,1,1,NA,NA,-1.91375294279935,0.202879274812488
1984,338,850,0,1,0,0,5,3,NA,NA,1,1,1,NA,NA,-2.01577930032033,0.210020607201156
1985,338,850,1,1,0,1,4,4,3,NA,1,1,1,NA,NA,-1.87878426554561,0.197793268241503
1986,338,850,1,2,1,1,3,3,3,NA,1,1,1,NA,NA,-1.69153776626737,0.206029477750137
1987,338,850,1,1,0,0,3,3,4,NA,1,1,1,NA,NA,-1.71227947045924,0.206837473437932
1988,338,850,1,1,1,1,3,3,4,NA,1,NA,1,NA,NA,-1.59351307209612,0.209398364533873
1989,338,850,1,1,1,1,3,3,4,NA,1,NA,NA,NA,0,-1.44631360780816,0.212070220687112
1990,338,850,0,0,0,0,4,3,4,NA,1,NA,NA,NA,0,-1.62947779979894,0.223409537997755
1991,338,850,1,0,0,0,4,4,4,NA,1,NA,NA,NA,1,-1.76636384462095,0.220203343136369
1992,338,850,0,0,0,0,5,3,4,NA,1,NA,NA,NA,1,-1.75417927982314,0.228883457166351
1993,338,850,1,0,0,0,4,4,5,NA,0,NA,NA,NA,0,-1.45270313430474,0.212807150849095
1994,338,850,2,1,0,0,4,4,4,NA,0,NA,NA,NA,0,-1.21006585343231,0.208614155314022
1995,338,850,1,2,0,0,4,4,3,6,0,NA,NA,NA,1,-1.21289683423379,0.209189388332299
1996,338,850,1,0,0,0,4,3,5,5,0,NA,NA,NA,0,-1.25706958645928,0.212917962956648
1997,338,850,0,0,0,0,3,4,4,5,0,NA,NA,NA,1,-1.38777549132945,0.214763016548469
1998,338,850,0,0,0,0,4,4,4,4,0,NA,NA,NA,1,-1.46470067427857,0.215656998427142
1999,338,850,0,0,0,0,4,4,5,6,0,NA,NA,NA,1,-1.53518197373717,0.218232794760494
2000,338,850,0,0,1,0,4,4,NA,5,0,NA,NA,NA,1,-1.47674344924886,0.22006432073189
2001,338,850,0,0,1,0,4,4,NA,6,0,NA,NA,NA,1,-1.47534622742318,0.222755370077487
2002,338,850,0,0,1,0,4,4,NA,4,0,NA,NA,NA,1,-1.47326376035369,0.226898107731961
2003,338,850,0,0,1,0,5,4,NA,5,0,NA,NA,NA,1,-1.45142294624051,0.234936956344067
2004,338,850,0,0,1,0,4,4,NA,4,0,NA,NA,NA,0,-1.17683284232162,0.226794230380246
2005,338,850,1,0,0,0,3,4,NA,5,0,NA,NA,NA,0,-0.836052245444075,0.22190285785476
2006,338,850,2,1,1,0,3,3,NA,NA,0,NA,NA,NA,0,-0.379949444888459,0.218939313295263
2007,338,850,2,1,0,0,3,3,NA,NA,0,NA,NA,NA,0,-0.229988676640381,0.221051649256562
2008,338,850,2,1,0,0,3,3,NA,NA,0,NA,NA,NA,0,-0.175296234452184,0.217379651254928
2009,338,850,2,1,0,0,4,3,NA,NA,0,NA,NA,NA,0,-0.19562577625199,0.219507337509806
2010,338,850,2,1,0,0,3,3,NA,NA,0,NA,NA,NA,0,-0.118254719512669,0.221805484049832
2011,338,850,2,1,0,0,3,3,NA,NA,0,NA,NA,NA,0,-0.0858750835842319,0.235969942075559
2012,NA,850,NA,NA,NA,NA,3,3,NA,NA,0,NA,NA,NA,0,-0.0643886765971873,0.271104172572141
2013,NA,850,NA,NA,NA,NA,NA,3,NA,NA,0,NA,NA,NA,0,-0.0540858551843297,0.328759637941732
1995,NA,860,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,0,0.58497985471986,0.503360938038764
1996,NA,860,NA,NA,NA,NA,NA,NA,NA,5,0,NA,NA,NA,0,0.588572516499353,0.471489566157338
1997,NA,860,NA,NA,NA,NA,NA,NA,NA,4,0,NA,NA,NA,0,0.63195998243313,0.437182824549749
1998,NA,860,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,0,0.693273261379478,0.400808426765142
1999,NA,860,NA,NA,NA,NA,NA,NA,NA,6,0,NA,NA,NA,0,0.715474383375585,0.353533285957078
2000,NA,860,NA,NA,NA,NA,2,2,NA,3,0,NA,NA,NA,0,0.794828512500401,0.275294942942132
2001,NA,860,NA,NA,NA,NA,2,2,NA,3,0,NA,NA,NA,0,0.880430683863331,0.259538492845417
2002,NA,860,NA,NA,NA,NA,2,2,NA,2,0,NA,NA,NA,0,0.953872716249662,0.253535647566819
2003,257,860,2,1,2,1,2,2,NA,1,0,NA,NA,NA,0,0.951418045585085,0.235321029341738
2004,257,860,2,2,2,1,3,2,NA,4,0,NA,NA,NA,0,0.871808086710552,0.23264055152375
2005,257,860,2,1,1,1,2,2,NA,1,0,NA,NA,NA,0,0.781489316519478,0.224792116642045
2006,257,860,2,1,2,1,3,4,NA,NA,0,NA,NA,NA,0,0.579976611329234,0.23668096045734
2007,257,860,2,1,2,0,3,3,NA,NA,0,NA,NA,NA,0,0.659808568501619,0.225736615044577
2008,257,860,2,2,2,1,2,2,NA,NA,0,NA,NA,NA,0,1.016427708979,0.229594050575286
2009,257,860,2,1,2,1,2,2,NA,NA,0,NA,NA,NA,0,1.130953371579,0.229940499351468
2010,257,860,2,2,2,1,2,2,NA,NA,0,NA,NA,NA,0,1.24722092744634,0.234334706251234
2011,257,860,2,2,2,1,2,2,NA,NA,0,NA,NA,NA,0,1.27666710273949,0.239836275442089
2012,NA,860,NA,NA,NA,NA,2,2,NA,NA,0,NA,NA,NA,0,1.21571404568054,0.268741793004766
2013,NA,860,NA,NA,NA,NA,NA,2,NA,NA,0,NA,NA,NA,0,1.19883286356273,0.326443649888364
1949,NA,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0.924577761057986,0.728859474907947
1950,NA,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0.985930525974438,0.734804257274517
1951,NA,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,1.04341574638518,0.744373661193442
1952,NA,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,1.09850528352058,0.752015589752839
1953,NA,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,1.14984345963177,0.761276758349727
1954,NA,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,1.19784512551923,0.767725024511654
1955,NA,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,1.24424212981279,0.775559329133434
1956,NA,900,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1.28834814172169,0.782391686323057
1957,NA,900,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1.33027599981132,0.789217702818754
1958,NA,900,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1.37042898224627,0.793932748885686
1959,NA,900,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1.40798617292237,0.797504916066303
1960,NA,900,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1.44817623523744,0.800204625195245
1961,NA,900,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1.48541764240717,0.801116100643875
1962,NA,900,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1.51915961010715,0.800102474901337
1963,NA,900,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1.54958588965743,0.800725678119438
1964,NA,900,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1.57893231473548,0.798985425811375
1965,NA,900,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1.60774077715046,0.7952347010816
1966,NA,900,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1.63591078476588,0.792796038848261
1967,NA,900,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1.66040142991462,0.788173253466696
1968,NA,900,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1.68546038927857,0.780437729647907
1969,NA,900,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1.70909703584313,0.770757862877367
1970,NA,900,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1.73079239472896,0.759640681985223
1971,NA,900,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1.75075803032826,0.745201270094495
1972,NA,900,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1.76731320828825,0.729124054775551
1973,NA,900,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1.78497148403511,0.71323712091143
1974,NA,900,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1.80240727501752,0.693456128719105
1975,NA,900,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1.81926033742189,0.66863011310474
1976,NA,900,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,0,NA,1.83455503129131,0.640078123057691
1977,NA,900,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,0,NA,1.84791825276747,0.61144996574889
1978,NA,900,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,0,NA,1.85840867167693,0.580198028279344
1979,NA,900,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,0,NA,1.86481299333642,0.546970668846679
1980,NA,900,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,0,NA,1.86618442730351,0.511972828093242
1981,125,900,2,2,2,2,NA,1,NA,NA,0,0,0,0,NA,1.86594211163387,0.472687436174491
1982,125,900,2,2,2,2,NA,1,NA,NA,0,0,0,0,NA,1.83714553295569,0.438013345948466
1983,125,900,2,2,2,1,NA,1,NA,NA,0,0,0,NA,NA,1.77543566130554,0.410140448759619
1984,125,900,2,2,2,2,NA,1,NA,NA,0,0,0,NA,NA,1.82234007691196,0.38507999545138
1985,125,900,2,2,2,2,NA,1,1,NA,0,0,0,NA,NA,1.82854116045366,0.356231945092051
1986,125,900,2,2,2,1,NA,1,1,NA,0,0,0,NA,NA,1.76865057131635,0.331641709969623
1987,125,900,2,2,2,2,1,1,1,NA,0,0,0,NA,NA,1.78686833721269,0.301254754089818
1988,125,900,2,2,1,1,1,1,1,NA,0,NA,0,NA,NA,1.65530421427782,0.283082878581879
1989,125,900,2,2,2,1,1,1,1,NA,0,NA,NA,NA,0,1.59386390371522,0.271987094553924
1990,125,900,2,2,2,1,1,1,3,NA,0,NA,NA,NA,0,1.4685649883954,0.26779489749803
1991,125,900,2,2,2,1,1,1,3,NA,0,NA,NA,NA,0,1.41409179616163,0.265177887188397
1992,125,900,2,2,2,1,1,1,3,NA,0,NA,NA,NA,0,1.43837505400822,0.262807583596603
1993,125,900,2,2,2,2,1,1,2,NA,0,NA,NA,NA,0,1.55456697593812,0.26519373463708
1994,125,900,2,2,1,1,1,1,3,NA,0,NA,NA,NA,0,1.55923812601476,0.263422891534468
1995,125,900,2,2,2,2,1,1,1,NA,0,NA,NA,NA,0,1.73740023873969,0.267978135726031
1996,125,900,2,2,2,1,1,1,2,4,0,NA,NA,NA,0,1.6741509147822,0.265737530530301
1997,125,900,2,2,2,1,1,1,3,4,0,NA,NA,NA,0,1.69116776254229,0.260300594426806
1998,125,900,2,2,2,1,1,1,2,NA,0,NA,NA,NA,0,1.79806442451727,0.261687543416956
1999,125,900,2,2,2,1,1,1,2,4,0,NA,NA,NA,0,1.83386911005752,0.259755339319331
2000,125,900,2,2,2,1,1,1,NA,4,0,NA,NA,NA,0,1.85028111207655,0.267507341269627
2001,125,900,2,2,2,1,1,1,NA,4,0,NA,NA,NA,0,1.82782405093373,0.26074015828935
2002,125,900,2,2,2,1,1,2,NA,4,0,NA,NA,NA,0,1.72210222758799,0.250759768386245
2003,125,900,2,2,2,1,2,2,NA,4,0,NA,NA,NA,0,1.65467153502207,0.24572333835158
2004,125,900,2,2,2,1,2,1,NA,1,0,NA,NA,NA,0,1.81278631754958,0.249210756358977
2005,125,900,2,2,2,1,1,2,NA,3,0,NA,NA,NA,0,1.87793703762146,0.254472201303104
2006,125,900,2,2,2,1,1,1,NA,NA,0,NA,NA,NA,0,2.08093940716435,0.268483881537174
2007,125,900,2,2,2,1,NA,1,NA,NA,0,NA,NA,NA,0,2.17057865765333,0.278248176958182
2008,125,900,2,2,2,1,1,1,NA,NA,0,NA,NA,NA,0,2.20125534900155,0.272294762159032
2009,125,900,2,1,2,1,1,1,NA,NA,0,NA,NA,NA,0,2.11416928891014,0.270661832017964
2010,125,900,2,2,2,1,1,2,NA,NA,0,NA,NA,NA,0,2.09200569953336,0.275232458629427
2011,125,900,2,2,2,1,1,1,NA,NA,0,NA,NA,NA,0,2.24880209107867,0.3034567083929
2012,NA,900,NA,NA,NA,NA,1,1,NA,NA,0,NA,NA,NA,0,2.3424406595574,0.355507571843273
2013,NA,900,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,2.37670723083867,0.419155153800557
1975,NA,910,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1.03839629883233,0.58288610077216
1976,NA,910,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1.11018341386435,0.562683123921559
1977,NA,910,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1.17908060538697,0.537021565489473
1978,NA,910,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1.24854588554723,0.503476998889141
1979,NA,910,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,0,NA,1.31658991034981,0.461823913543386
1980,NA,910,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1.35929853922522,0.435663508278639
1981,506,910,2,2,2,2,NA,1,NA,NA,0,0,0,0,NA,1.40039712658025,0.393959063685783
1982,506,910,2,2,2,NA,NA,1,NA,NA,0,0,0,0,NA,1.3874504878426,0.362629168636309
1983,506,910,2,2,2,2,NA,1,NA,NA,0,0,0,NA,NA,1.32663172869491,0.334588199167136
1984,506,910,2,2,2,2,NA,NA,NA,NA,0,0,0,NA,NA,1.19097074424004,0.307763927712936
1985,506,910,2,2,2,2,NA,2,1,NA,0,0,0,NA,NA,0.965242791141068,0.267399846412649
1986,506,910,2,2,2,2,NA,2,1,NA,0,0,0,NA,NA,0.785395651168527,0.248385197978003
1987,506,910,2,2,2,2,NA,2,1,NA,0,0,0,NA,NA,0.565192283462767,0.23972763625341
1988,506,910,2,1,2,2,4,2,1,NA,0,NA,0,NA,NA,0.116515209036211,0.232209774099999
1989,506,910,2,1,1,1,4,2,3,NA,0,NA,NA,NA,0,-0.359769525594118,0.215146311559899
1990,506,910,2,0,1,0,4,4,3,NA,0,NA,NA,NA,0,-0.814921524208308,0.217077952145165
1991,506,910,2,0,0,0,4,3,4,NA,0,NA,NA,NA,0,-0.966597012747217,0.212736058601136
1992,506,910,1,0,2,0,4,NA,3,NA,0,NA,NA,NA,1,-1.00815623715853,0.222686040044248
1993,506,910,1,0,1,0,4,3,3,NA,0,NA,NA,NA,0,-0.830118168171307,0.208192371296972
1994,506,910,2,1,2,0,3,4,3,NA,0,NA,NA,NA,0,-0.594912270418847,0.205724024056329
1995,506,910,1,1,2,1,3,3,2,NA,0,NA,NA,NA,0,-0.431507272759344,0.202484969624139
1996,506,910,0,0,2,0,3,3,3,4,0,NA,NA,NA,1,-0.470553292018248,0.205325240224286
1997,506,910,1,1,2,0,2,3,2,2,0,NA,NA,NA,0,-0.115579563860619,0.207179309545722
1998,506,910,2,1,2,1,2,2,3,NA,0,NA,NA,NA,0,0.212497111854881,0.206757900181294
1999,506,910,2,1,2,0,2,3,3,NA,0,NA,NA,NA,0,0.262298668994649,0.210519320620679
2000,506,910,2,1,2,1,NA,2,NA,NA,0,NA,NA,NA,0,0.418752239286042,0.220714674227129
2001,506,910,2,1,2,0,2,2,NA,NA,0,NA,NA,NA,0,0.411358339363225,0.217573936456325
2002,506,910,2,1,2,0,2,3,NA,NA,0,NA,NA,NA,0,0.319822016168621,0.219182659539387
2003,506,910,2,1,2,0,4,2,NA,NA,0,NA,NA,NA,0,0.324500940440857,0.224519423076064
2004,506,910,2,1,2,0,3,2,NA,3,0,NA,NA,NA,0,0.346923884888669,0.216459871370172
2005,506,910,2,1,2,0,3,3,NA,3,0,NA,NA,NA,0,0.27735885434546,0.21765232740658
2006,506,910,2,1,2,0,3,3,NA,NA,0,NA,NA,NA,0,0.324905920800868,0.22559198458894
2007,506,910,2,1,2,0,2,3,NA,NA,0,NA,NA,NA,0,0.417499596000015,0.225433545877804
2008,506,910,2,1,2,0,2,3,NA,NA,0,NA,NA,NA,0,0.416269799640441,0.220657805219986
2009,506,910,2,1,2,0,3,3,NA,NA,0,NA,NA,NA,0,0.367825519921555,0.22071469131065
2010,506,910,2,1,2,0,3,3,NA,NA,0,NA,NA,NA,0,0.429570114901238,0.222548683084114
2011,506,910,2,2,2,0,NA,3,NA,NA,0,NA,NA,NA,0,0.646000167644485,0.240174291882519
2012,NA,910,NA,NA,NA,NA,2,2,NA,NA,0,NA,NA,NA,0,0.840282293638504,0.263591306399599
2013,NA,910,NA,NA,NA,NA,NA,2,NA,NA,0,NA,NA,NA,0,0.900682134978105,0.322731695536842
1949,NA,920,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,1.23071822836379,0.792951886131493
1950,NA,920,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,1.31520245801783,0.806156708774446
1951,NA,920,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,1.39532964011485,0.817223157794292
1952,NA,920,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,1.47525368273897,0.829596670909728
1953,NA,920,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,1.55331121561389,0.84247611671349
1954,NA,920,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,1.62863632841672,0.852431711234579
1955,NA,920,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,1.70331862972499,0.86160329277201
1956,NA,920,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1.776575261878,0.873120827142917
1957,NA,920,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1.84999410267344,0.881058290035132
1958,NA,920,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1.92091937389948,0.888615108590877
1959,NA,920,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1.99164716662272,0.895071270743155
1960,NA,920,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,2.05964720797687,0.902374190884499
1961,NA,920,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,2.12654926921424,0.907509237715695
1962,NA,920,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,2.19668112526679,0.912477574656054
1963,NA,920,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,2.26292404120254,0.916397203042929
1964,NA,920,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,2.33105306572533,0.918904065233209
1965,NA,920,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,2.39828554001915,0.920094152419212
1966,NA,920,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,2.46393064788499,0.920216265246842
1967,NA,920,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,2.52773930215987,0.919274300513165
1968,NA,920,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,2.58992222342753,0.918189954566769
1969,NA,920,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,2.65345164707388,0.91572573789234
1970,NA,920,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,2.7164871318232,0.913036832632398
1971,NA,920,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,2.77705548586778,0.907473435643317
1972,NA,920,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,2.83863301570473,0.902067976716032
1973,NA,920,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,2.90124081093995,0.893929672909278
1974,NA,920,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,2.96073615796153,0.884819069124158
1975,NA,920,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,3.02191676322819,0.875909536187562
1976,NA,920,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,0,NA,3.08409479380059,0.865554237726978
1977,NA,920,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,0,NA,3.14305329395012,0.852038796837562
1978,NA,920,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,0,NA,3.20405094825496,0.838251078376088
1979,NA,920,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,0,NA,3.26521513381813,0.823849179925384
1980,NA,920,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,0,NA,3.3276388159626,0.809062542690837
1981,479,920,2,2,2,2,NA,1,NA,NA,0,0,0,0,NA,3.38856191230017,0.788952612529608
1982,479,920,2,2,2,2,NA,1,NA,NA,0,0,0,0,NA,3.44659091520993,0.771022513768324
1983,479,920,2,2,2,2,NA,1,NA,NA,0,0,0,NA,NA,3.49964715042396,0.753137062835006
1984,479,920,2,2,2,2,NA,1,NA,NA,0,0,0,NA,NA,3.55064446028476,0.735952566373376
1985,479,920,2,2,2,2,NA,1,1,NA,0,0,0,NA,NA,3.59826221376618,0.719827033640202
1986,479,920,2,2,2,2,NA,1,1,NA,0,0,0,NA,NA,3.6429645535373,0.702198432445242
1987,479,920,2,2,2,2,NA,1,1,NA,0,0,0,NA,NA,3.68132479605456,0.68572386284936
1988,479,920,2,2,2,2,NA,1,1,NA,0,NA,0,NA,NA,3.71519651269867,0.669204437639618
1989,479,920,2,2,2,2,NA,1,1,NA,0,NA,NA,NA,0,3.74195333356621,0.654676583433286
1990,479,920,2,2,2,2,NA,1,1,NA,0,NA,NA,NA,0,3.76575936501825,0.639672511638011
1991,479,920,2,2,2,2,NA,1,1,NA,0,NA,NA,NA,0,3.78099518423714,0.624083216944904
1992,479,920,2,2,2,2,NA,1,1,NA,0,NA,NA,NA,0,3.79113384369816,0.604836427203807
1993,479,920,2,2,2,2,1,1,1,NA,0,NA,NA,NA,0,3.79672205958215,0.58321270053475
1994,479,920,2,2,2,2,1,1,1,NA,0,NA,NA,NA,0,3.79621726653434,0.56057944196413
1995,479,920,2,2,2,2,NA,1,1,1,0,NA,NA,NA,0,3.78163751455548,0.540779389076925
1996,479,920,2,2,2,2,NA,1,1,1,0,NA,NA,NA,0,3.7493990061973,0.518763480096715
1997,479,920,2,2,2,2,NA,1,1,1,0,NA,NA,NA,0,3.70220325851588,0.496010369186572
1998,479,920,2,2,2,2,NA,1,1,1,0,NA,NA,NA,0,3.62847510358714,0.472845200795983
1999,479,920,2,2,2,2,1,1,1,1,0,NA,NA,NA,0,3.5238035212847,0.453090315725294
2000,479,920,2,2,2,2,1,1,NA,1,0,NA,NA,NA,0,3.38143871557565,0.435871026309026
2001,479,920,2,2,2,2,1,1,NA,1,0,NA,NA,NA,0,3.20325456526646,0.417234606707166
2002,479,920,2,2,2,1,1,1,NA,1,0,NA,NA,NA,0,2.98412053838288,0.395544990702038
2003,479,920,2,2,2,1,NA,1,NA,1,0,NA,NA,NA,0,2.85048204211723,0.379804784318537
2004,479,920,2,2,2,1,1,1,NA,1,0,NA,NA,NA,0,2.78345701402578,0.366681943038118
2005,479,920,2,2,2,1,NA,1,NA,1,0,NA,NA,NA,0,2.76123560117286,0.371035929744393
2006,479,920,2,2,2,1,1,1,NA,NA,0,NA,NA,NA,0,2.80932009315723,0.376722830261137
2007,479,920,2,2,2,1,NA,1,NA,NA,0,NA,NA,NA,0,2.92303167174574,0.392161348337362
2008,479,920,2,2,2,2,1,1,NA,NA,0,NA,NA,NA,0,3.114961178004,0.412767782069878
2009,479,920,2,2,2,2,1,1,NA,NA,0,NA,NA,NA,0,3.24088499225908,0.441017794275159
2010,479,920,2,2,2,2,1,1,NA,NA,0,NA,NA,NA,0,3.3260235385337,0.474983758606406
2011,479,920,2,2,2,2,1,1,NA,NA,0,NA,NA,NA,0,3.37173321329859,0.519566317977159
2012,NA,920,NA,NA,NA,NA,1,1,NA,NA,0,NA,NA,NA,0,3.37967275001194,0.576462097189623
2013,NA,920,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,3.38322029399765,0.630705341668607
1979,NA,935,NA,NA,NA,NA,NA,3,NA,NA,0,0,0,NA,NA,-0.443533504024707,0.310206671629375
