"YEAR","CIRI","COW","DISAP","KILL","POLPRIS","TORT","Amnesty","State","hathaway","ITT","genocide","rummel","massive_repression","executions","killing","latentmean","latentsd"
1998,677,816,2,2,0,0,2,2,2,NA,0,NA,NA,NA,0,0.428578847239624,0.217143241374235
1999,677,816,2,2,0,0,2,2,2,NA,0,NA,NA,NA,0,0.416265827210474,0.214486115440896
2000,677,816,2,1,0,1,2,3,NA,1,0,NA,NA,NA,0,0.217218192675452,0.213773883613304
2001,677,816,1,1,0,0,2,3,NA,3,0,NA,NA,NA,0,0.0215044211108343,0.21450353105673
2002,677,816,1,2,0,1,2,3,NA,5,0,NA,NA,NA,0,0.0369891354909807,0.219036805174482
2003,677,816,1,1,1,1,3,3,NA,4,0,NA,NA,NA,0,-0.00647718580352948,0.216920595490663
2004,677,816,1,1,0,1,3,3,NA,NA,0,NA,NA,NA,0,0.00712444462755742,0.219560173897854
2005,677,816,2,2,0,1,3,3,NA,NA,0,NA,NA,NA,0,0.172601617148997,0.223389588049273
2006,677,816,2,1,0,1,2,3,NA,NA,0,NA,NA,NA,0,0.255422142955461,0.230732511684601
2007,677,816,1,1,0,1,2,3,NA,NA,0,NA,NA,NA,0,0.178292096954523,0.230726734570763
2008,677,816,1,1,0,0,3,3,NA,NA,0,NA,NA,NA,0,0.0715050482945481,0.222711120840547
2009,677,816,2,2,0,0,2,3,NA,NA,0,NA,NA,NA,0,0.222864789561275,0.226088409996228
2010,677,816,2,1,0,0,2,3,NA,NA,0,NA,NA,NA,0,0.210145111395475,0.226861362961699
2011,677,816,2,1,0,0,2,3,NA,NA,0,NA,NA,NA,0,0.185789513888498,0.238922234396176
2012,NA,816,NA,NA,NA,NA,3,3,NA,NA,0,NA,NA,NA,0,0.109214857693344,0.271793696666993
2013,NA,816,NA,NA,NA,NA,NA,3,NA,NA,0,NA,NA,NA,0,0.0858002611887684,0.330177656165198
1954,NA,817,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,NA,-1.45421922872703,0.2927048834699
1955,NA,817,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,-1.4763465881441,0.265222714525369
1956,NA,817,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,NA,-1.49797956997732,0.253650767634757
1957,NA,817,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,-1.4745358309008,0.249553751293038
1958,NA,817,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,-1.46677465577909,0.249851174082958
1959,NA,817,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,-1.46696579631949,0.250068730038186
1960,NA,817,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,-1.47905252516481,0.248672423420849
1961,NA,817,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,-1.50627705594883,0.248209566654235
1962,NA,817,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,-1.5596052696801,0.245891706932921
1963,NA,817,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,-1.66901841865953,0.240132909464338
1964,NA,817,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,NA,-1.89096208441736,0.238664762215595
1965,NA,817,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,-2.32477189393751,0.26523256000717
1966,NA,817,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,-2.53308154027911,0.290622408793494
1967,NA,817,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,NA,-2.60828184789086,0.305911828790621
1968,NA,817,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,NA,-2.64104360518542,0.312005788664779
1969,NA,817,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,NA,-2.64182394342081,0.312289777684853
1970,NA,817,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,NA,-2.60667584015927,0.30401879470829
1971,NA,817,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,NA,-2.52819055002954,0.290023253171995
1972,NA,817,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,NA,-2.38510511025067,0.269846728882944
1973,NA,817,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,NA,-2.11942684487888,0.245730340984851
1974,NA,817,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,NA,-2.01250540372653,0.241425731603424
1975,NA,817,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,NA,-1.97495570106014,0.26384524518963
1957,NA,820,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,-1.33347302597136,0.289060914974791
1958,NA,820,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,-1.38450087692803,0.262386568254749
1959,NA,820,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,-1.41332329561068,0.254975068672399
1960,NA,820,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,-1.42769721256084,0.253841020430281
1961,NA,820,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,-1.43511248539147,0.252064917343797
1962,NA,820,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,-1.44037200997227,0.251643351272698
1963,NA,820,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,-1.44255343587026,0.25144136263779
1964,NA,820,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,-1.44361612209097,0.251665131912716
1965,NA,820,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,-1.44481850031735,0.251290205707778
1966,NA,820,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,-1.44435059507869,0.251716249678275
1967,NA,820,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,-1.44342902009792,0.251675638538943
1968,NA,820,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,-1.44278408933815,0.252777440176972
1969,NA,820,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,-1.44031279483699,0.252503594101488
1970,NA,820,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,-1.43833499385636,0.251495594552707
1971,NA,820,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,-1.43090568491623,0.251806820550317
1972,NA,820,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,-1.41904481080768,0.252708223112289
1973,NA,820,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,-1.39250000628104,0.253335744838513
1974,NA,820,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,-1.34813661740336,0.253229304302637
1975,NA,820,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,-1.26294040473156,0.244563261606199
1976,NA,820,NA,NA,NA,NA,3,2,NA,NA,0,1,0,0,NA,-1.10320860366929,0.218081144652287
1977,NA,820,NA,NA,NA,NA,3,2,NA,NA,0,1,0,0,NA,-1.07646822424144,0.214310803936423
1978,NA,820,NA,NA,NA,NA,3,3,NA,NA,0,1,0,0,NA,-1.17543154903571,0.216521500727262
1979,NA,820,NA,NA,NA,NA,3,3,NA,NA,0,1,0,0,NA,-1.08130697915211,0.218534632337969
1980,NA,820,NA,NA,NA,NA,2,2,NA,NA,0,1,0,0,NA,-0.809692400794947,0.220718713549089
1981,422,820,1,2,0,2,3,2,NA,NA,0,1,0,0,NA,-0.710716971241059,0.207521006713439
1982,422,820,2,2,0,2,NA,2,NA,NA,0,1,0,0,NA,-0.574249675171709,0.214010944140474
1983,422,820,2,2,1,2,2,3,NA,NA,0,1,0,NA,NA,-0.467338277860064,0.21222235612311
1984,422,820,2,2,0,2,2,2,NA,NA,0,1,0,NA,NA,-0.315064951733053,0.213236014808975
1985,422,820,2,2,0,2,3,2,1,NA,0,1,0,NA,NA,-0.251485805115796,0.215246265422161
1986,422,820,2,2,0,2,2,2,1,NA,0,1,0,NA,NA,-0.112750984524993,0.216459338240449
1987,422,820,2,2,0,1,2,2,2,NA,0,1,0,NA,NA,-0.032643186296619,0.2097073313694
1988,422,820,2,1,1,1,2,2,2,NA,0,NA,0,NA,NA,0.121344288009579,0.211339629440721
1989,422,820,2,2,1,1,2,2,1,NA,0,NA,NA,NA,0,0.251025950638145,0.219315284584017
1990,422,820,1,2,0,0,2,2,2,NA,0,NA,NA,NA,0,0.207006107669973,0.214086225013406
1991,422,820,2,2,0,1,3,2,1,NA,0,NA,NA,NA,0,0.31047795978099,0.216520495385299
1992,422,820,2,2,0,2,2,2,2,NA,0,NA,NA,NA,0,0.479850978826696,0.212109215413733
1993,422,820,2,2,1,1,1,2,2,NA,0,NA,NA,NA,0,0.564944617206672,0.210589754709509
1994,422,820,2,2,1,0,2,2,2,NA,0,NA,NA,NA,0,0.460021189345117,0.212848584306267
1995,422,820,2,2,1,0,3,2,3,4,0,NA,NA,NA,0,0.321174953225771,0.214258312419582
1996,422,820,2,2,2,1,2,2,2,6,0,NA,NA,NA,0,0.414543522185171,0.212913440034264
1997,422,820,2,1,1,1,2,2,2,6,0,NA,NA,NA,0,0.330057439803355,0.209210147387748
1998,422,820,2,1,1,1,3,3,3,4,0,NA,NA,NA,0,0.168325099879643,0.203134465132027
1999,422,820,2,1,1,1,2,2,3,6,0,NA,NA,NA,0,0.296774378498211,0.204699858740122
2000,422,820,1,1,0,0,2,2,NA,6,0,NA,NA,NA,0,0.267466777276589,0.210436164402215
2001,422,820,2,1,1,1,2,2,NA,6,0,NA,NA,NA,0,0.397833465035498,0.213469098813376
2002,422,820,2,2,1,1,3,2,NA,6,0,NA,NA,NA,0,0.452798305638889,0.214727973464946
2003,422,820,2,1,1,1,3,2,NA,6,0,NA,NA,NA,0,0.463416690470177,0.215578172051272
2004,422,820,2,1,0,1,3,2,NA,6,0,NA,NA,NA,0,0.477582693408083,0.217301630232632
2005,422,820,2,1,0,2,3,2,NA,3,0,NA,NA,NA,0,0.572209247964477,0.221450846262174
2006,422,820,2,1,0,1,3,2,NA,NA,0,NA,NA,NA,0,0.646120111238166,0.221169387344721
2007,422,820,2,1,0,1,3,2,NA,NA,0,NA,NA,NA,0,0.709038690335578,0.2213314226453
2008,422,820,2,1,0,1,2,2,NA,NA,0,NA,NA,NA,0,0.800434778198629,0.221593613969922
2009,422,820,2,1,1,1,2,2,NA,NA,0,NA,NA,NA,0,0.855678500539914,0.219220999498766
2010,422,820,2,1,1,1,2,2,NA,NA,0,NA,NA,NA,0,0.824674915145988,0.221326770718989
2011,422,820,2,1,0,0,3,2,NA,NA,0,NA,NA,NA,0,0.700621603879651,0.231804107869977
2012,NA,820,NA,NA,NA,NA,3,2,NA,NA,0,NA,NA,NA,0,0.757484761113605,0.264119013674686
2013,NA,820,NA,NA,NA,NA,NA,2,NA,NA,0,NA,NA,NA,0,0.836503102676199,0.322904018367513
1965,NA,830,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,-0.0611629808291964,0.483107259092826
1966,NA,830,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,-0.0859122568642238,0.457220613802559
1967,NA,830,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,-0.128419980945724,0.43779690153004
1968,NA,830,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,-0.19249995057892,0.423858815567614
1969,NA,830,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,-0.206397008537184,0.415089653538028
1970,NA,830,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,-0.173020245146473,0.405176766886326
1971,NA,830,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,-0.163751890575839,0.396014492453453
1972,NA,830,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,-0.170552091215008,0.384115673223215
1973,NA,830,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,-0.197197732133561,0.368796569332596
1974,NA,830,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,-0.243927444869528,0.344896203979585
1975,NA,830,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,-0.313090892527733,0.311799662374252
1976,NA,830,NA,NA,NA,NA,3,2,NA,NA,0,0,0,0,NA,-0.405094023213811,0.252662225582734
1977,NA,830,NA,NA,NA,NA,3,2,NA,NA,0,0,0,0,NA,-0.461312271257189,0.235243337574194
1978,NA,830,NA,NA,NA,NA,3,2,NA,NA,0,0,0,0,NA,-0.525231318108427,0.2381724762754
1979,NA,830,NA,NA,NA,NA,3,3,NA,NA,0,0,0,0,NA,-0.61906136585241,0.228939186540455
1980,NA,830,NA,NA,NA,NA,3,3,NA,NA,0,0,0,0,NA,-0.527700613957938,0.227234983571247
1981,572,830,2,2,1,1,3,2,NA,NA,0,0,0,0,NA,-0.263489843920818,0.213784630741608
1982,572,830,2,2,1,2,3,2,NA,NA,0,0,0,0,NA,-0.0397061299191693,0.217530547773136
1983,572,830,2,2,1,1,2,2,NA,NA,0,0,0,NA,NA,0.152449084923748,0.216371684036886
1984,572,830,2,2,1,1,2,2,NA,NA,0,0,0,NA,NA,0.348768009258422,0.218116529232068
1985,572,830,2,2,1,2,1,2,2,NA,0,0,0,NA,NA,0.61618674300854,0.220340057227199
1986,572,830,2,2,1,2,1,1,1,NA,0,0,0,NA,NA,0.800499618701979,0.224760061185964
1987,572,830,2,2,1,1,2,2,3,NA,0,0,0,NA,NA,0.586568916407172,0.221406186211538
1988,572,830,2,2,1,2,2,2,2,NA,0,NA,0,NA,NA,0.566774400530424,0.221577886588487
1989,572,830,2,2,1,1,2,2,3,NA,0,NA,NA,NA,0,0.539091792481591,0.221772731992413
1990,572,830,2,2,1,1,2,2,2,NA,0,NA,NA,NA,0,0.686878349214508,0.216751357880889
1991,572,830,2,2,2,2,2,1,1,NA,0,NA,NA,NA,0,0.995347534899558,0.225015225630336
1992,572,830,2,2,1,1,1,1,2,NA,0,NA,NA,NA,0,1.07206792014839,0.223436402318002
1993,572,830,2,2,2,2,1,2,2,NA,0,NA,NA,NA,0,1.08711930583879,0.226297496195664
1994,572,830,2,2,2,1,2,1,3,NA,0,NA,NA,NA,0,1.06938269145132,0.223713185453168
1995,572,830,2,2,1,1,2,1,2,1,0,NA,NA,NA,0,1.05590332841384,0.222023340755228
1996,572,830,2,2,1,0,2,1,2,1,0,NA,NA,NA,0,0.99097922249842,0.222797680241709
1997,572,830,2,2,1,0,1,2,2,1,0,NA,NA,NA,0,1.00732798783999,0.225620755241167
1998,572,830,2,2,2,1,2,2,2,1,0,NA,NA,NA,0,1.05437664622774,0.225990444449597
1999,572,830,2,2,1,1,2,2,2,1,0,NA,NA,NA,0,1.10180236066407,0.223804523283754
2000,572,830,2,2,1,1,2,1,NA,1,0,NA,NA,NA,0,1.22762729836766,0.231192435640999
2001,572,830,2,2,2,1,2,2,NA,1,0,NA,NA,NA,0,1.26454299205075,0.238271971897426
2002,572,830,2,2,2,1,2,2,NA,1,0,NA,NA,NA,0,1.36425055190247,0.248305812070055
2003,572,830,2,2,2,2,2,2,NA,1,0,NA,NA,NA,0,1.47199990577576,0.245228855148237
2004,572,830,2,2,1,2,2,2,NA,1,0,NA,NA,NA,0,1.50378608442829,0.24468905220112
2005,572,830,2,2,0,2,2,2,NA,1,0,NA,NA,NA,0,1.56017815148565,0.243260156036053
2006,572,830,2,2,0,1,2,1,NA,NA,0,NA,NA,NA,0,1.72917951978438,0.246182019813474
2007,572,830,2,2,1,2,2,1,NA,NA,0,NA,NA,NA,0,1.95939186682978,0.253448374088935
2008,572,830,2,2,1,2,1,1,NA,NA,0,NA,NA,NA,0,2.12290786305765,0.262552284977891
2009,572,830,2,2,2,2,2,1,NA,NA,0,NA,NA,NA,0,2.10871691612777,0.266692382053083
2010,572,830,2,2,1,2,2,1,NA,NA,0,NA,NA,NA,0,2.06456931404337,0.269541491076842
2011,572,830,2,2,2,2,2,1,NA,NA,0,NA,NA,NA,0,2.07869213868097,0.281385328203201
2012,NA,830,NA,NA,NA,NA,2,1,NA,NA,0,NA,NA,NA,0,2.04824746368827,0.316691010191224
2013,NA,830,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,2.11323459463319,0.377591930884862
1984,173,835,2,2,1,1,2,2,NA,NA,0,0,0,NA,NA,0.330849166055644,0.25093212376133
1985,173,835,2,2,1,2,2,2,NA,NA,0,0,0,NA,NA,0.410763657157074,0.230791214041466
1986,173,835,2,2,1,2,2,2,NA,NA,0,0,0,NA,NA,0.464422550614959,0.226329943108323
1987,173,835,2,2,1,2,2,2,NA,NA,0,0,0,NA,NA,0.51552851781725,0.227949595167259
1988,173,835,2,2,1,1,2,2,NA,NA,0,NA,0,NA,NA,0.499274435547994,0.226291701721045
1989,173,835,2,2,1,1,2,2,NA,NA,0,NA,NA,NA,0,0.591699494873612,0.228491147854765
1990,173,835,2,2,1,1,2,1,NA,NA,0,NA,NA,NA,0,0.819325294502318,0.226958637866048
1991,173,835,2,2,1,1,1,1,NA,NA,0,NA,NA,NA,0,1.00560562953401,0.233633926702277
1992,173,835,2,2,1,1,1,1,NA,NA,0,NA,NA,NA,0,1.08551819018408,0.236142953471382
1993,173,835,2,2,2,1,NA,1,NA,NA,0,NA,NA,NA,0,1.08337115876318,0.246685410703491
1994,173,835,2,2,1,1,NA,2,NA,NA,0,NA,NA,NA,0,0.961533261407683,0.243074521602038
1995,173,835,2,2,1,1,NA,2,NA,NA,0,NA,NA,NA,0,1.01269810059677,0.245252074875146
1996,173,835,2,2,1,2,NA,1,NA,NA,0,NA,NA,NA,0,1.26895246762749,0.259074064543374
1997,173,835,2,2,1,2,NA,1,NA,NA,0,NA,NA,NA,0,1.4217497548827,0.263946428318337
1998,173,835,2,1,1,2,NA,1,NA,NA,0,NA,NA,NA,0,1.4574326963802,0.267642817889406
1999,173,835,2,2,2,2,NA,2,NA,NA,0,NA,NA,NA,0,1.55281813463527,0.275280946975216
2000,173,835,2,1,2,2,NA,1,NA,NA,0,NA,NA,NA,0,1.71727786630092,0.288363919374299
2001,173,835,2,2,2,2,NA,1,NA,NA,0,NA,NA,NA,0,1.87893738511678,0.290247421104401
2002,173,835,2,2,2,2,NA,2,NA,NA,0,NA,NA,NA,0,1.88435391324574,0.280909819049592
2003,173,835,2,2,2,2,2,2,NA,NA,0,NA,NA,NA,0,1.95681012699956,0.27444806411914
2004,173,835,2,2,2,2,2,1,NA,NA,0,NA,NA,NA,0,2.24409903288139,0.289770444879735
2005,173,835,2,2,2,2,NA,1,NA,NA,0,NA,NA,NA,0,2.52431999816151,0.330853841998635
2006,173,835,2,2,1,2,NA,1,NA,NA,0,NA,NA,NA,0,2.71463484125851,0.36189652936973
2007,173,835,2,2,2,2,NA,1,NA,NA,0,NA,NA,NA,0,2.95298286272023,0.386960973796295
2008,173,835,2,2,2,2,NA,1,NA,NA,0,NA,NA,NA,0,3.12869023174843,0.415311671922813
2009,173,835,2,2,2,2,NA,1,NA,NA,0,NA,NA,NA,0,3.24873369716122,0.445389778336385
2010,173,835,2,2,2,2,NA,1,NA,NA,0,NA,NA,NA,0,3.32990344254994,0.480848594498171
2011,173,835,2,2,2,2,NA,1,NA,NA,0,NA,NA,NA,0,3.36930580559574,0.523475364148543
2012,NA,835,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,3.37368380125505,0.582722257284692
2013,NA,835,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,0,3.37527309488792,0.636912946603101
1949,NA,840,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0.109597622867705,0.541191511989388
1950,NA,840,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0.102333957727466,0.525081811104905
1951,NA,840,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,0.0824023392532968,0.513086448319279
1952,NA,840,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0.120028976915233,0.50647035151107
1953,NA,840,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0.142954689863161,0.501186096537671
1954,NA,840,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0.157402841444928,0.496021728533604
1955,NA,840,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0.162595123763328,0.490110290449367
1956,NA,840,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.153755961901858,0.484075841792902
1957,NA,840,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.134655246094188,0.47679516580698
1958,NA,840,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.10747766267199,0.467826751252443
1959,NA,840,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.069608157857585,0.456890984560603
1960,NA,840,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.017965931692457,0.441438934512656
1961,NA,840,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,-0.0457041821690599,0.42505322664925
1962,NA,840,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,-0.12509771275734,0.403436818664848
1963,NA,840,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,-0.220305467306914,0.381373578268377
1964,NA,840,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,-0.33938858192758,0.354439782544114
1965,NA,840,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,-0.488802919191784,0.327330263681668
1966,NA,840,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,-0.681747151335195,0.297644006013256
1967,NA,840,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,-0.945269640454845,0.274704186823633
1968,NA,840,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,NA,-1.3491193305365,0.261379477421172
1969,NA,840,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,NA,-1.57760468651345,0.24861057223653
1970,NA,840,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,NA,-1.73496432762565,0.239309584967711
1971,NA,840,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,NA,-1.91936837827908,0.237571645492634
1972,NA,840,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,NA,-2.27614428187423,0.255855962197188
1973,NA,840,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,-2.44776567614242,0.274024551658942
1974,NA,840,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,NA,-2.45648794126492,0.272922914841281
1975,NA,840,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,NA,-2.37778837527015,0.260828830541488
1976,NA,840,NA,NA,NA,NA,4,3,NA,NA,1,1,1,0,NA,-2.17413023806915,0.226008926793959
1977,NA,840,NA,NA,NA,NA,4,3,NA,NA,0,1,1,0,NA,-2.00487757385824,0.214314051117402
1978,NA,840,NA,NA,NA,NA,4,3,NA,NA,0,1,1,0,NA,-1.97305974299795,0.211446459748383
1979,NA,840,NA,NA,NA,NA,4,3,NA,NA,0,1,1,0,NA,-1.9464410691796,0.209536101013025
1980,NA,840,NA,NA,NA,NA,4,3,NA,NA,0,1,1,0,NA,-1.95689305688081,0.209254532645736
1981,515,840,1,0,0,0,4,4,NA,NA,0,1,1,0,NA,-2.02974666404792,0.204940094566192
1982,515,840,1,0,0,0,4,3,NA,NA,0,1,1,0,NA,-1.99580079131571,0.204474170570416
1983,515,840,0,0,0,0,4,4,NA,NA,0,1,1,NA,NA,-2.00768577171157,0.203954194015869
1984,515,840,0,0,0,1,4,3,NA,NA,0,1,1,NA,NA,-1.89053825214903,0.203381140657391
1985,515,840,1,0,0,0,4,4,4,NA,0,1,1,NA,NA,-1.82344564154112,0.197424667581196
1986,515,840,1,1,0,1,3,4,4,NA,0,1,0,NA,NA,-1.50961623951951,0.196125532443172
1987,515,840,0,0,0,0,4,3,4,NA,0,0,0,NA,NA,-1.39955701009744,0.201732242767249
1988,515,840,0,0,0,0,3,3,4,NA,0,NA,0,NA,NA,-1.39956269266004,0.212386451937725
1989,515,840,0,0,0,0,4,3,4,NA,0,NA,NA,NA,0,-1.40972170484255,0.213497591700461
1990,515,840,2,0,0,1,4,4,4,NA,0,NA,NA,NA,0,-1.28906869168361,0.211523281049174
1991,515,840,1,0,1,1,4,4,4,NA,0,NA,NA,NA,0,-1.22551667220709,0.207404645584828
1992,515,840,1,0,0,1,4,4,4,NA,0,NA,NA,NA,0,-1.16180816406844,0.204699046801367
1993,515,840,1,1,1,1,4,4,4,NA,0,NA,NA,NA,0,-0.973271473909191,0.202387248397014
1994,515,840,2,1,0,0,4,3,3,NA,0,NA,NA,NA,0,-0.810494066025398,0.204215887567913
1995,515,840,1,0,0,0,3,4,3,5,0,NA,NA,NA,0,-0.858261487301704,0.203150921028205
1996,515,840,0,0,1,1,3,3,3,5,0,NA,NA,NA,0,-0.715369120575475,0.203089152717643
1997,515,840,1,1,0,0,3,3,3,4,0,NA,NA,NA,0,-0.629837727874196,0.203323980335728
1998,515,840,1,1,0,1,3,3,3,4,0,NA,NA,NA,0,-0.581048832971584,0.201596916149176
1999,515,840,1,1,0,0,4,3,3,NA,0,NA,NA,NA,0,-0.756203029767847,0.206561909586362
2000,515,840,0,0,0,0,4,4,NA,NA,0,NA,NA,NA,0,-0.983227726790476,0.217526820481241
2001,515,840,1,1,0,0,3,4,NA,NA,0,NA,NA,NA,0,-0.872997591660831,0.212738116495692
2002,515,840,1,1,0,0,3,3,NA,4,0,NA,NA,NA,0,-0.79412992971113,0.213753455805863
2003,515,840,1,1,0,0,4,4,NA,4,0,NA,NA,NA,0,-0.979224846261157,0.220309872784947
2004,515,840,1,0,0,0,4,4,NA,3,0,NA,NA,NA,0,-1.13824840401782,0.222960002727083
2005,515,840,1,0,0,0,4,4,NA,NA,0,NA,NA,NA,0,-1.22465816772576,0.227651282088024
2006,515,840,0,0,0,0,4,4,NA,NA,0,NA,NA,NA,0,-1.26995312666714,0.231750635598704
2007,515,840,1,0,0,0,4,4,NA,NA,0,NA,NA,NA,0,-1.21115173095638,0.22640044079098
2008,515,840,1,0,0,0,4,4,NA,NA,0,NA,NA,NA,0,-1.16042217760181,0.22402039438958
2009,515,840,1,0,0,0,4,4,NA,NA,0,NA,NA,NA,0,-1.13891383077941,0.225014324514928
2010,515,840,1,0,0,0,4,4,NA,NA,0,NA,NA,NA,0,-1.13223250546612,0.226956746945263
2011,515,840,1,0,0,0,4,4,NA,NA,0,NA,NA,NA,0,-1.11492572453249,0.227611003774244
2012,NA,840,NA,NA,NA,NA,4,4,NA,NA,0,NA,NA,NA,0,-1.11709936650069,0.258537787109517
2013,NA,840,NA,NA,NA,NA,NA,4,NA,NA,0,NA,NA,NA,0,-1.09536607430724,0.309294625688303
1949,NA,850,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,-0.0817339010487009,0.494939345802194
1950,NA,850,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,-0.0393303618691508,0.476885886119252
1951,NA,850,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,-0.0128267839009406,0.465880720514438
1952,NA,850,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,-0.00317545545836763,0.455196233061419
1953,NA,850,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,-0.0052491434080698,0.44515612202665
1954,NA,850,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,-0.0231921174796288,0.435846658537715
1955,NA,850,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,-0.056339361454685,0.423791724184517
